GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57
1400000US42003413500,42003413500,"Census Tract 4135, Allegheny County, Pennsylvania",3158,274,170,89,314,120,1233,176,824,164,282,113,179,99,156,88,2619,268,68,49,242,112,1082,168,693,162,231,103,167,96,136,85,261,137,80,78,34,38,127,101,20,31,0,15,0,15,0,15,78,61,5,9,0,15,24,38,33,37,16,26,0,15,0,15,49,45,17,19,28,30,0,15,0,15,0,15,0,15,4,9,65,50,0,15,0,15,0,15,65,50,0,15,0,15,0,15,86,43,0,15,10,11,0,15,13,21,35,39,12,19,16,22
1400000US42003414101,42003414101,"Census Tract 4141.01, Allegheny County, Pennsylvania",3095,234,107,115,186,88,992,176,829,195,300,102,368,125,313,97,2611,256,23,28,150,73,898,170,712,174,251,96,289,123,288,95,366,164,84,114,36,36,55,48,70,51,41,43,65,53,15,24,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,7,11,0,15,0,15,0,15,7,11,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,111,74,0,15,0,15,39,37,40,64,8,15,14,23,10,15
1400000US42003414102,42003414102,"Census Tract 4141.02, Allegheny County, Pennsylvania",3645,314,82,63,97,62,1281,216,894,203,490,166,463,158,338,128,2969,295,82,63,79,61,984,176,655,187,444,169,451,155,274,108,240,137,0,15,18,27,137,98,38,44,32,34,0,15,15,24,144,143,0,15,0,15,79,84,52,64,0,15,0,15,13,22,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,292,144,0,15,0,15,81,62,149,98,14,24,12,20,36,42
1400000US42003414200,42003414200,"Census Tract 4142, Allegheny County, Pennsylvania",2735,296,52,39,263,162,843,157,718,186,447,169,251,131,161,84,2404,309,26,22,263,162,762,155,576,165,428,160,227,128,122,73,195,130,12,21,0,15,42,46,93,74,0,15,24,37,24,37,60,50,0,15,0,15,11,17,30,35,19,30,0,15,0,15,14,24,14,24,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,62,52,0,15,0,15,28,36,19,30,0,15,0,15,15,25
1400000US42003415001,42003415001,"Census Tract 4150.01, Allegheny County, Pennsylvania",2140,178,24,20,96,66,816,125,653,122,297,88,156,93,98,56,1813,158,20,19,87,67,711,112,526,111,246,83,141,92,82,52,115,66,4,7,0,10,44,44,59,46,8,13,0,10,0,10,8,12,0,10,0,10,0,10,0,10,0,10,8,12,0,10,40,48,0,10,9,14,0,10,0,10,31,47,0,10,0,10,36,52,0,10,0,10,36,52,0,10,0,10,0,10,0,10,128,63,0,10,0,10,25,27,68,49,12,16,7,12,16,22
1400000US42003415002,42003415002,"Census Tract 4150.02, Allegheny County, Pennsylvania",1250,127,23,22,37,26,373,69,413,93,206,53,115,62,83,29,1011,121,9,9,37,26,325,68,332,88,113,40,115,62,80,27,136,56,14,20,0,10,33,21,48,27,41,25,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,8,0,10,0,10,0,10,0,10,5,8,0,10,0,10,4,6,0,10,0,10,0,10,0,10,4,6,0,10,0,10,94,59,0,10,0,10,15,16,33,29,43,31,0,10,3,7
1400000US42003416000,42003416000,"Census Tract 4160, Allegheny County, Pennsylvania",815,71,21,11,58,31,285,46,195,38,126,33,73,21,57,19,610,61,11,8,56,31,218,38,127,27,82,30,65,20,51,19,121,44,7,6,0,10,32,23,51,26,26,16,5,8,0,10,22,10,0,10,2,3,7,6,10,8,0,10,3,4,0,10,37,31,3,5,0,10,22,29,6,8,3,5,0,10,3,5,4,5,0,10,0,10,0,10,0,10,4,5,0,10,0,10,21,14,0,10,0,10,6,7,1,4,11,12,0,10,3,4
1400000US42003417100,42003417100,"Census Tract 4171, Allegheny County, Pennsylvania",1085,99,22,20,113,44,421,82,247,54,117,46,126,48,39,20,795,99,6,10,97,43,290,69,165,66,95,43,108,45,34,18,129,54,4,7,11,12,59,45,20,17,19,14,11,13,5,7,122,54,5,7,0,10,59,41,55,39,3,5,0,10,0,10,12,13,0,10,5,8,0,10,7,11,0,10,0,10,0,10,7,12,7,12,0,10,0,10,0,10,0,10,0,10,0,10,20,18,0,10,0,10,13,15,0,10,0,10,7,11,0,10
1400000US42003417200,42003417200,"Census Tract 4172, Allegheny County, Pennsylvania",628,116,34,22,73,33,250,71,162,54,59,32,27,19,23,20,489,111,15,16,51,25,211,66,126,51,59,32,21,16,6,8,63,41,9,13,0,10,27,23,10,12,0,10,6,10,11,17,27,24,0,10,0,10,6,10,15,21,0,10,0,10,6,8,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,28,35,0,10,22,33,6,10,0,10,0,10,0,10,0,10,21,28,10,14,0,10,0,10,11,14,0,10,0,10,0,10
1400000US42003418000,42003418000,"Census Tract 4180, Allegheny County, Pennsylvania",765,77,0,10,24,24,350,59,173,39,116,38,53,28,49,29,655,74,0,10,24,24,310,56,160,38,99,36,30,22,32,23,24,17,0,10,0,10,16,14,0,10,4,6,4,7,0,10,37,30,0,10,0,10,7,12,4,6,9,10,6,9,11,17,24,16,0,10,0,10,11,12,0,10,4,6,9,9,0,10,1,4,0,10,0,10,0,10,1,4,0,10,0,10,0,10,24,16,0,10,0,10,6,8,8,10,0,10,4,6,6,8
1400000US42003419000,42003419000,"Census Tract 4190, Allegheny County, Pennsylvania",1213,137,0,10,69,48,494,91,290,84,139,62,122,55,99,52,897,136,0,10,62,45,300,86,222,78,121,57,93,46,99,52,175,59,0,10,0,10,105,53,61,41,0,10,9,16,0,10,74,47,0,10,7,11,35,40,7,12,18,20,7,12,0,10,18,18,0,10,0,10,12,20,0,10,0,10,6,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,49,42,0,10,0,10,42,41,0,10,0,10,7,11,0,10
1400000US42003420000,42003420000,"Census Tract 4200, Allegheny County, Pennsylvania",776,100,8,12,76,39,330,88,136,38,91,37,88,29,47,22,614,88,0,10,58,32,272,84,118,35,69,36,65,27,32,16,45,29,0,10,0,10,18,12,9,12,8,12,0,10,10,14,42,23,0,10,0,10,10,11,6,9,7,11,14,15,5,8,42,29,0,10,9,12,17,15,0,10,7,12,9,12,0,10,18,14,8,12,0,10,7,10,3,5,0,10,0,10,0,10,15,17,0,10,9,13,6,8,0,10,0,10,0,10,0,10
1400000US42003421100,42003421100,"Census Tract 4211, Allegheny County, Pennsylvania",1708,198,19,30,60,48,531,84,444,133,362,101,140,58,152,67,1454,191,19,30,49,46,450,90,361,117,337,96,126,55,112,58,102,56,0,10,0,10,37,27,43,41,0,10,0,10,22,25,41,37,0,10,11,17,14,16,8,13,8,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,111,61,0,10,0,10,30,32,32,39,17,19,14,19,18,20
1400000US42003421200,42003421200,"Census Tract 4212, Allegheny County, Pennsylvania",2200,163,41,30,80,45,803,162,583,127,299,88,170,71,224,70,1848,165,19,21,70,40,672,155,510,126,280,84,136,57,161,55,168,82,8,13,0,10,71,46,44,39,12,18,16,19,17,21,27,24,0,10,0,10,0,10,8,13,0,10,0,10,19,21,22,25,14,21,0,10,0,10,0,10,0,10,0,10,8,12,20,23,0,10,0,10,0,10,8,13,0,10,0,10,12,19,115,54,0,10,10,15,60,41,13,15,7,13,18,20,7,12
1400000US42003422000,42003422000,"Census Tract 4220, Allegheny County, Pennsylvania",2136,257,56,51,59,44,466,140,594,149,370,111,312,109,279,105,1748,253,33,38,59,44,349,129,487,132,330,112,289,100,201,88,152,92,0,15,0,15,96,76,13,21,0,15,14,22,29,46,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,44,70,0,15,0,15,0,15,44,70,0,15,0,15,0,15,66,54,23,35,0,15,0,15,20,30,8,13,0,15,15,24,126,61,0,15,0,15,21,23,30,31,32,37,9,15,34,33
1400000US42003423000,42003423000,"Census Tract 4230, Allegheny County, Pennsylvania",1488,152,8,13,115,81,729,103,331,96,134,74,69,44,102,51,1140,159,0,10,103,78,593,114,245,91,63,41,42,31,94,50,207,92,0,10,0,10,90,58,45,31,54,58,18,26,0,10,76,44,0,10,12,17,31,27,33,27,0,10,0,10,0,10,16,25,8,13,0,10,0,10,8,13,0,10,0,10,0,10,14,15,0,10,0,10,5,8,0,10,9,13,0,10,0,10,35,32,0,10,0,10,10,11,0,10,8,14,9,14,8,13
1400000US42003424000,42003424000,"Census Tract 4240, Allegheny County, Pennsylvania",1412,198,30,28,210,81,523,126,280,104,221,120,88,55,60,46,875,189,18,20,100,69,385,109,138,85,147,94,50,36,37,34,252,102,0,10,27,24,101,62,83,66,32,37,9,14,0,10,173,84,12,19,48,64,27,27,28,27,34,31,12,19,12,19,107,66,0,10,35,39,10,16,31,33,8,12,12,19,11,17,5,10,0,10,0,10,0,10,0,10,0,10,5,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003425000,42003425000,"Census Tract 4250, Allegheny County, Pennsylvania",1844,164,17,21,137,64,889,130,299,88,299,110,144,66,59,46,1458,164,17,21,92,56,712,130,230,75,261,106,103,50,43,43,153,64,0,10,30,32,61,42,30,28,11,16,21,30,0,10,94,41,0,10,0,10,21,17,29,26,18,20,11,17,15,22,73,62,0,10,15,23,48,55,0,10,9,14,0,10,1,2,10,15,0,10,0,10,0,10,10,15,0,10,0,10,0,10,56,48,0,10,0,10,47,46,0,10,0,10,9,15,0,10
1400000US42003426300,42003426300,"Census Tract 4263, Allegheny County, Pennsylvania",3091,249,96,61,155,69,1326,192,880,146,185,91,265,96,184,78,2602,235,47,40,120,56,1178,168,694,122,185,91,209,75,169,75,209,106,18,25,0,15,109,88,45,37,0,15,37,41,0,15,108,69,0,15,35,55,19,29,39,42,0,15,0,15,15,24,55,58,16,25,0,15,20,33,0,15,0,15,19,33,0,15,32,33,15,24,0,15,0,15,17,25,0,15,0,15,0,15,85,56,0,15,0,15,0,15,85,56,0,15,0,15,0,15
1400000US42003426400,42003426400,"Census Tract 4264, Allegheny County, Pennsylvania",2304,194,44,34,134,72,998,148,481,155,273,150,283,134,91,61,1903,228,17,28,116,76,952,145,399,146,116,64,251,135,52,47,203,99,14,23,18,27,46,33,67,48,26,33,32,38,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,52,42,13,21,0,10,0,10,0,10,0,10,0,10,39,42,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,146,150,0,10,0,10,0,10,15,23,131,144,0,10,0,10
1400000US42003426700,42003426700,"Census Tract 4267, Allegheny County, Pennsylvania",1268,135,13,21,37,29,562,85,199,76,228,73,136,56,93,38,1131,127,0,10,18,21,551,83,177,74,190,72,120,51,75,35,74,46,13,21,10,15,0,10,22,26,5,10,16,25,8,13,6,9,0,10,0,10,0,10,0,10,6,9,0,10,0,10,27,28,0,10,0,10,0,10,0,10,27,28,0,10,0,10,11,18,0,10,0,10,11,18,0,10,0,10,0,10,0,10,19,21,0,10,9,15,0,10,0,10,0,10,0,10,10,14
1400000US42003426800,42003426800,"Census Tract 4268, Allegheny County, Pennsylvania",2868,209,116,85,180,89,984,161,861,181,342,113,218,114,167,79,2370,216,66,54,166,88,885,167,738,161,258,115,165,109,92,61,294,123,50,50,14,23,85,48,73,61,17,25,16,25,39,41,49,45,0,15,0,15,14,23,0,15,17,28,18,27,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,155,82,0,15,0,15,0,15,50,44,50,42,19,30,36,42
1400000US42003427000,42003427000,"Census Tract 4270, Allegheny County, Pennsylvania",1845,196,27,24,176,66,934,199,366,105,187,71,97,52,58,34,1362,177,22,23,122,63,660,165,302,95,157,70,56,48,43,28,226,106,5,9,0,10,149,92,30,27,9,14,18,20,15,23,135,63,0,10,54,45,57,39,6,11,0,10,18,21,0,10,70,59,0,10,0,10,45,55,16,18,9,14,0,10,0,10,15,18,0,10,0,10,15,18,0,10,0,10,0,10,0,10,37,33,0,10,0,10,8,12,12,15,12,17,5,8,0,10
1400000US42003427100,42003427100,"Census Tract 4271, Allegheny County, Pennsylvania",3064,232,82,63,248,93,1061,138,1080,190,223,88,163,87,207,113,2617,231,82,63,204,80,900,180,942,200,188,78,140,79,161,83,302,150,0,15,44,50,124,103,45,48,24,29,23,28,42,54,25,42,0,15,0,15,25,42,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,35,38,0,15,0,15,12,19,19,30,0,15,0,15,4,11,85,61,0,15,0,15,0,15,74,57,11,19,0,15,0,15
1400000US42003427200,42003427200,"Census Tract 4272, Allegheny County, Pennsylvania",2346,244,91,63,201,92,1088,264,466,161,253,112,165,93,82,57,1846,180,59,58,153,82,920,206,314,112,212,98,141,87,47,42,200,119,0,10,22,25,93,79,72,72,0,10,0,10,13,23,125,76,24,34,0,10,34,54,11,18,32,37,24,26,0,10,82,55,0,10,26,32,16,25,31,49,0,10,0,10,9,11,38,49,8,14,0,10,0,10,30,48,0,10,0,10,0,10,55,46,0,10,0,10,25,39,8,14,9,15,0,10,13,16
1400000US42003428100,42003428100,"Census Tract 4281, Allegheny County, Pennsylvania",526,93,11,13,53,29,224,65,121,42,82,38,31,21,4,7,417,78,11,13,46,30,165,51,99,36,65,29,27,21,4,7,59,35,0,10,7,8,42,33,10,9,0,10,0,10,0,10,41,35,0,10,0,10,17,27,12,13,12,18,0,10,0,10,9,10,0,10,0,10,0,10,0,10,5,8,4,6,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003428200,42003428200,"Census Tract 4282, Allegheny County, Pennsylvania",1171,98,48,33,63,57,469,93,302,67,153,56,82,37,54,24,956,95,26,22,63,57,411,83,224,70,134,51,66,30,32,18,112,64,15,16,0,10,38,28,41,46,0,10,0,10,18,18,29,25,0,10,0,10,7,10,0,10,12,18,10,13,0,10,17,18,7,12,0,10,0,10,6,11,0,10,0,10,4,7,7,10,0,10,0,10,7,10,0,10,0,10,0,10,0,10,50,26,0,10,0,10,6,9,31,23,7,10,6,9,0,10
1400000US42003429100,42003429100,"Census Tract 4291, Allegheny County, Pennsylvania",1416,156,15,15,126,58,695,103,366,102,69,40,63,33,82,45,1113,158,15,15,117,57,531,98,279,101,61,38,58,31,52,32,141,69,0,10,0,10,97,67,23,24,0,10,0,10,21,24,45,36,0,10,9,13,20,33,7,13,0,10,0,10,9,14,22,26,0,10,0,10,0,10,14,22,8,12,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,95,75,0,10,0,10,47,37,43,42,0,10,5,12,0,10
1400000US42003429201,42003429201,"Census Tract 4292.01, Allegheny County, Pennsylvania",2350,187,66,49,153,69,953,138,602,142,278,74,131,47,167,63,1919,197,51,42,131,65,698,144,514,135,245,70,121,47,159,64,192,75,7,12,11,17,114,55,25,24,25,22,10,16,0,10,147,70,0,10,11,16,82,53,38,32,8,13,0,10,8,14,16,17,8,12,0,10,8,13,0,10,0,10,0,10,0,10,17,19,0,10,0,10,0,10,17,19,0,10,0,10,0,10,59,47,0,10,0,10,51,44,8,13,0,10,0,10,0,10
1400000US42003429202,42003429202,"Census Tract 4292.02, Allegheny County, Pennsylvania",2337,175,32,30,178,78,997,142,483,107,330,100,231,79,86,45,1801,200,32,30,136,72,767,166,373,101,242,92,181,69,70,41,324,129,0,10,18,27,148,81,67,61,76,66,8,12,7,11,102,54,0,10,24,36,36,28,21,26,2,6,10,16,9,13,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,10,16,0,10,0,10,0,10,0,10,10,16,0,10,0,10,100,56,0,10,0,10,46,45,22,24,0,10,32,27,0,10
1400000US42003429300,42003429300,"Census Tract 4293, Allegheny County, Pennsylvania",2455,255,74,70,154,77,737,167,676,191,409,160,212,85,193,97,2050,258,74,70,108,78,600,157,589,180,353,158,149,76,177,97,221,106,0,15,0,15,106,78,32,38,42,39,41,49,0,15,74,83,0,15,27,40,0,15,47,51,0,15,0,15,0,15,48,45,0,15,19,30,0,15,0,15,14,22,0,15,15,24,22,33,0,15,0,15,0,15,0,15,0,15,22,33,0,15,40,38,0,15,0,15,31,35,8,15,0,15,0,15,1,2
1400000US42003429400,42003429400,"Census Tract 4294, Allegheny County, Pennsylvania",2318,178,58,47,175,97,962,164,532,96,252,70,177,58,162,59,1866,171,28,37,109,65,738,147,450,99,219,61,177,58,145,54,184,79,30,28,8,14,96,49,31,34,19,26,0,10,0,10,61,44,0,10,8,13,32,37,12,17,0,10,0,10,9,14,36,37,0,10,20,31,0,10,11,18,5,8,0,10,0,10,48,50,0,10,30,44,18,20,0,10,0,10,0,10,0,10,123,69,0,10,0,10,78,56,28,24,9,15,0,10,8,12
1400000US42003429500,42003429500,"Census Tract 4295, Allegheny County, Pennsylvania",2278,234,92,108,251,151,950,208,433,134,297,87,123,86,132,77,1820,229,9,15,200,142,813,195,309,117,256,81,101,80,132,77,278,121,0,10,27,29,92,71,110,69,41,45,8,15,0,10,87,63,17,29,13,21,29,36,14,23,0,10,14,25,0,10,66,104,66,104,0,10,0,10,0,10,0,10,0,10,0,10,27,31,0,10,11,18,16,25,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
1400000US42003429600,42003429600,"Census Tract 4296, Allegheny County, Pennsylvania",1785,208,12,21,115,70,953,164,283,77,198,99,63,39,161,80,1332,206,12,21,115,70,678,145,182,81,173,95,46,34,126,63,160,74,0,10,0,10,76,50,71,50,13,19,0,10,0,10,175,116,0,10,0,10,145,112,14,20,0,10,8,13,8,15,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,10,16,0,10,0,10,10,16,0,10,0,10,0,10,0,10,108,78,0,10,0,10,44,48,16,20,12,20,9,15,27,44
1400000US42003429700,42003429700,"Census Tract 4297, Allegheny County, Pennsylvania",1203,149,28,30,77,53,487,104,317,80,116,46,82,47,96,47,944,152,15,21,46,36,365,98,263,74,104,43,69,42,82,43,180,77,13,15,31,33,64,47,47,37,12,19,13,21,0,10,41,26,0,10,0,10,34,23,7,12,0,10,0,10,0,10,27,28,0,10,0,10,13,19,0,10,0,10,0,10,14,22,3,9,0,10,0,10,3,9,0,10,0,10,0,10,0,10,8,14,0,10,0,10,8,14,0,10,0,10,0,10,0,10
1400000US42003430100,42003430100,"Census Tract 4301, Allegheny County, Pennsylvania",1208,133,49,36,105,57,543,116,298,111,113,41,80,37,20,17,935,128,49,36,72,44,439,109,205,56,70,29,80,37,20,17,75,46,0,10,21,24,40,34,8,11,6,10,0,10,0,10,101,64,0,10,0,10,36,32,45,49,20,20,0,10,0,10,45,37,0,10,5,8,28,32,0,10,12,17,0,10,0,10,7,11,0,10,7,11,0,10,0,10,0,10,0,10,0,10,45,48,0,10,0,10,0,10,40,47,5,8,0,10,0,10
1400000US42003430200,42003430200,"Census Tract 4302, Allegheny County, Pennsylvania",2746,228,33,31,219,107,1144,205,719,171,236,87,151,73,244,94,2130,240,20,24,207,103,938,223,520,132,131,69,121,66,193,84,262,116,13,20,12,21,104,92,82,55,49,47,0,10,2,7,236,157,0,10,0,10,63,85,59,94,35,42,30,36,49,47,33,39,0,10,0,10,0,10,22,34,11,20,0,10,0,10,45,76,0,10,0,10,22,37,23,38,0,10,0,10,0,10,40,38,0,10,0,10,17,29,13,17,10,17,0,10,0,10
1400000US42003431100,42003431100,"Census Tract 4311, Allegheny County, Pennsylvania",1892,227,71,50,110,58,1029,208,347,97,190,83,95,52,50,37,1279,185,20,21,59,36,721,191,261,80,118,53,71,46,29,29,245,85,25,31,30,35,125,62,57,56,8,13,0,10,0,10,231,96,0,10,21,23,103,56,26,25,56,54,18,18,7,13,85,44,22,24,0,10,35,25,0,10,8,12,6,14,14,19,13,19,0,10,0,10,13,19,0,10,0,10,0,10,0,10,39,26,4,9,0,10,32,24,3,6,0,10,0,10,0,10
1400000US42003431400,42003431400,"Census Tract 4314, Allegheny County, Pennsylvania",1061,160,0,10,132,75,520,88,179,62,119,63,77,52,34,23,792,145,0,10,90,59,420,91,127,55,82,43,39,27,34,23,87,61,0,10,30,35,31,24,13,19,13,19,0,10,0,10,106,49,0,10,0,10,31,26,16,15,24,29,35,34,0,10,42,32,0,10,12,13,21,25,6,8,0,10,3,5,0,10,4,7,0,10,0,10,4,7,0,10,0,10,0,10,0,10,30,22,0,10,0,10,13,13,17,18,0,10,0,10,0,10
1400000US42003431500,42003431500,"Census Tract 4315, Allegheny County, Pennsylvania",1626,177,138,84,133,71,689,142,336,112,185,73,89,50,56,36,1044,175,53,52,74,53,449,132,202,91,168,69,76,46,22,24,141,72,15,17,0,10,71,51,20,22,0,10,13,20,22,22,308,104,50,59,59,39,138,62,54,38,7,11,0,10,0,10,95,55,20,22,0,10,8,14,45,47,10,17,0,10,12,18,31,33,0,10,0,10,16,23,15,24,0,10,0,10,0,10,7,12,0,10,0,10,7,12,0,10,0,10,0,10,0,10
1400000US42003432300,42003432300,"Census Tract 4323, Allegheny County, Pennsylvania",943,105,85,44,50,41,317,83,243,103,123,54,79,44,46,40,683,126,77,41,19,20,234,77,176,92,76,44,79,44,22,24,85,46,0,10,0,10,53,39,18,18,14,22,0,10,0,10,106,67,0,10,31,36,23,26,9,14,19,22,0,10,24,23,45,42,8,13,0,10,0,10,30,37,7,12,0,10,0,10,10,15,0,10,0,10,0,10,10,15,0,10,0,10,0,10,14,17,0,10,0,10,7,11,0,10,7,12,0,10,0,10
1400000US42003432400,42003432400,"Census Tract 4324, Allegheny County, Pennsylvania",1570,192,67,48,168,89,693,139,298,133,135,59,125,75,84,66,1071,198,17,23,50,48,551,151,201,92,93,51,75,39,84,66,183,123,40,50,59,57,84,64,0,10,0,10,0,10,0,10,147,75,0,10,50,51,58,49,0,10,15,18,24,30,0,10,152,87,0,10,9,13,0,10,97,82,21,20,25,38,0,10,6,9,0,10,0,10,0,10,0,10,6,9,0,10,0,10,11,18,10,17,0,10,0,10,0,10,0,10,1,5,0,10
1400000US42003434000,42003434000,"Census Tract 4340, Allegheny County, Pennsylvania",932,117,21,15,39,23,448,66,219,60,98,29,47,18,60,26,738,95,10,11,17,13,357,60,181,56,83,27,41,18,49,24,70,29,5,6,13,17,28,17,8,9,6,9,6,7,4,5,48,21,0,10,9,9,13,11,13,11,6,6,0,10,7,7,32,33,0,10,0,10,24,31,8,10,0,10,0,10,0,10,19,12,6,9,0,10,7,7,3,5,3,5,0,10,0,10,25,12,0,10,0,10,19,11,6,6,0,10,0,10,0,10
1400000US42003435000,42003435000,"Census Tract 4350, Allegheny County, Pennsylvania",1386,116,64,38,159,57,610,93,319,67,120,46,66,24,48,24,1139,112,60,37,132,50,453,85,282,65,110,43,58,23,44,23,79,39,4,6,21,26,46,27,8,13,0,10,0,10,0,10,74,37,0,10,6,9,49,31,4,6,6,10,5,8,4,7,19,19,0,10,0,10,9,12,10,14,0,10,0,10,0,10,4,5,0,10,0,10,4,5,0,10,0,10,0,10,0,10,71,38,0,10,0,10,49,34,15,17,4,7,3,5,0,10
1400000US42003437000,42003437000,"Census Tract 4370, Allegheny County, Pennsylvania",3045,210,101,62,177,99,1317,145,614,118,438,115,212,78,186,93,2671,198,83,59,150,98,1173,138,553,112,371,113,180,67,161,94,140,77,18,20,13,20,33,32,24,39,37,36,15,27,0,15,45,43,0,15,0,15,45,43,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,0,15,26,29,0,15,14,22,12,19,0,15,0,15,0,15,0,15,163,85,0,15,0,15,54,46,37,35,30,36,17,18,25,23
1400000US42003439000,42003439000,"Census Tract 4390, Allegheny County, Pennsylvania",631,74,16,13,44,20,135,40,237,52,95,30,50,18,54,23,550,72,16,13,44,20,116,36,205,53,93,29,38,15,38,19,11,9,0,10,0,10,0,10,6,7,2,4,0,10,3,4,9,8,0,10,0,10,0,10,6,6,0,10,0,10,3,4,8,8,0,10,0,10,0,10,5,6,0,10,3,4,0,10,10,8,0,10,0,10,7,7,0,10,0,10,3,4,0,10,43,16,0,10,0,10,12,9,15,11,0,10,6,6,10,6
1400000US42003445500,42003445500,"Census Tract 4455, Allegheny County, Pennsylvania",1707,158,33,27,97,53,697,129,381,104,203,60,175,75,121,53,1232,173,22,19,84,48,528,127,240,78,149,50,120,65,89,46,186,97,5,9,13,21,95,75,41,45,0,10,21,25,11,18,47,34,0,10,0,10,0,10,8,12,31,28,8,12,0,10,146,78,6,10,0,10,54,49,54,50,9,13,13,20,10,16,15,18,0,10,0,10,0,10,7,11,8,14,0,10,0,10,81,42,0,10,0,10,20,24,31,25,6,10,13,17,11,15
1400000US42003446000,42003446000,"Census Tract 4460, Allegheny County, Pennsylvania",718,71,18,12,29,13,206,36,256,44,90,24,59,19,60,19,551,70,4,5,22,13,169,34,208,42,70,22,43,17,35,17,38,18,2,4,3,5,11,10,7,6,9,10,3,4,3,4,19,12,0,10,0,10,0,10,10,8,0,10,2,4,7,7,20,11,6,8,0,10,0,10,8,8,6,6,0,10,0,10,29,13,6,7,4,7,6,6,10,9,0,10,0,10,3,4,61,19,0,10,0,10,20,11,13,10,5,6,11,8,12,8
1400000US42003447000,42003447000,"Census Tract 4470, Allegheny County, Pennsylvania",773,71,15,12,32,18,286,49,231,34,98,23,51,21,60,22,660,54,9,9,22,15,243,39,203,33,91,23,46,19,46,18,54,25,6,9,3,4,27,16,15,12,0,10,0,10,3,5,9,8,0,10,3,4,0,10,2,4,4,5,0,10,0,10,17,11,0,10,4,5,0,10,0,10,0,10,5,7,8,8,3,4,0,10,0,10,0,10,3,4,0,10,0,10,0,10,30,23,0,10,0,10,16,20,8,8,3,4,0,10,3,5
